persona,age,employment_status,monthly_income,monthly_expenses,monthly_savings,emergency_fund,total_debt,investments,insurance_cover,financial_goal,savings_rate,expense_ratio,disposable_income,debt_to_income_ratio,emergency_fund_months,investment_ratio,insurance_ratio,net_monthly_cashflow,financial_health_score
Student,21,Student,2592.0,2411.0,130.0,337.0,24145.0,933.0,49144.0,Higher Education,0.05,0.93,181.0,0.78,0.14,0.03,1.58,51.0,24.41
Freelancer,28,Freelancer,56420.0,44008.0,12412.0,302975.0,110969.0,311438.0,7291721.0,Wealth Creation,0.22,0.78,12412.0,0.16,6.88,0.46,10.77,0.0,57.44
High Income High Debt,38,Salaried,261206.0,203741.0,39181.0,754885.0,16181459.0,1410512.0,43255714.0,Debt Reduction,0.15,0.78,57465.0,5.16,3.71,0.45,13.8,18284.0,27.7
Young Salaried,28,Salaried,62594.0,42564.0,20656.0,336130.0,212275.0,165248.0,7631460.0,Buy a Car,0.33,0.68,20030.0,0.28,7.9,0.22,10.16,-626.0,63.89
High Income High Debt,35,Salaried,955847.0,793353.0,76468.0,2762398.0,7130160.0,9176131.0,137297863.0,Debt Reduction,0.08,0.83,162494.0,0.62,3.48,0.8,11.97,86026.0,43.66
High Income High Debt,44,Business,315062.0,258351.0,31506.0,500949.0,13780978.0,2684328.0,38752626.0,Debt Reduction,0.1,0.82,56711.0,3.65,1.94,0.71,10.25,25205.0,20.67
Retired,58,Retired,51546.0,36082.0,5670.0,472161.0,89904.0,1713389.0,6550466.0,Retirement,0.11,0.7,15464.0,0.15,13.09,2.77,10.59,9794.0,69.16
Young Salaried,30,Salaried,79667.0,39834.0,21510.0,301141.0,267744.0,363282.0,10716805.0,Buy a Car,0.27,0.5,39833.0,0.28,7.56,0.38,11.21,18323.0,63.05
Mid Career,31,Salaried,97129.0,41765.0,24282.0,564319.0,1719209.0,676018.0,15408545.0,Buy a House,0.25,0.43,55364.0,1.48,13.51,0.58,13.22,31082.0,61.65
High Income High Debt,36,Business,485372.0,334907.0,53391.0,587300.0,18687181.0,3552923.0,75543298.0,Debt Reduction,0.11,0.69,150465.0,3.21,1.75,0.61,12.97,97074.0,23.49
Mid Career,39,Salaried,192878.0,88724.0,48220.0,792729.0,810687.0,1897920.0,34093115.0,Buy a House,0.25,0.46,104154.0,0.35,8.93,0.82,14.73,55934.0,67.56
Young Salaried,30,Salaried,58560.0,35136.0,12883.0,187392.0,151762.0,84326.0,6078528.0,Wealth Creation,0.22,0.6,23424.0,0.22,5.33,0.12,8.65,10541.0,54.18
Mid Career,43,Salaried,116388.0,64013.0,39572.0,877566.0,2573055.0,1159224.0,19357652.0,Children Education,0.34,0.55,52375.0,1.84,13.71,0.83,13.86,12803.0,63.87
Freelancer,32,Freelancer,129255.0,71090.0,29729.0,943562.0,242152.0,186127.0,16813490.0,Emergency Fund,0.23,0.55,58165.0,0.16,13.27,0.12,10.84,28436.0,68.07
Young Salaried,29,Salaried,51019.0,33162.0,16326.0,181117.0,241206.0,85712.0,6385538.0,Buy a Car,0.32,0.65,17857.0,0.39,5.46,0.14,10.43,1531.0,58.65
Disciplined Saver,46,Salaried,59272.0,32600.0,29636.0,435649.0,6232.0,433871.0,9089954.0,Wealth Creation,0.5,0.55,26672.0,0.01,13.36,0.61,12.78,-2964.0,80.27
Young Salaried,27,Salaried,64589.0,43921.0,11626.0,355885.0,87544.0,193767.0,7990951.0,Buy a Car,0.18,0.68,20668.0,0.11,8.1,0.25,10.31,9042.0,58.64
Disciplined Saver,30,Salaried,58098.0,24982.0,22658.0,627458.0,32144.0,857526.0,9997504.0,Wealth Creation,0.39,0.43,33116.0,0.05,25.12,1.23,14.34,10458.0,83.79
Financially Stressed,47,Salaried,37763.0,38141.0,1888.0,11329.0,237652.0,4532.0,2714404.0,Emergency Fund,0.05,1.01,-378.0,0.52,0.3,0.01,5.99,-2266.0,28.32
Student,23,Student,15996.0,12317.0,2239.0,10237.0,75888.0,5759.0,345514.0,Emergency Fund,0.14,0.77,3679.0,0.4,0.83,0.03,1.8,1440.0,35.05
Mid Career,32,Salaried,145350.0,77036.0,45058.0,1138090.0,2391786.0,872100.0,29058372.0,Buy a House,0.31,0.53,68314.0,1.37,14.77,0.5,16.66,23256.0,66.16
Freelancer,28,Freelancer,134475.0,82030.0,32274.0,864674.0,82662.0,758439.0,14119875.0,Wealth Creation,0.24,0.61,52445.0,0.05,10.54,0.47,8.75,20171.0,66.32
Retired,73,Retired,65056.0,48141.0,14963.0,534110.0,452543.0,1186621.0,11507105.0,Retirement,0.23,0.74,16915.0,0.58,11.09,1.52,14.74,1952.0,67.99
Financially Stressed,26,Salaried,35842.0,36917.0,0.0,1792.0,863622.0,17204.0,2262347.0,Emergency Fund,0.0,1.03,-1075.0,2.01,0.05,0.04,5.26,-1075.0,11.96
Young Salaried,23,Salaried,44702.0,29503.0,15199.0,105944.0,97939.0,101921.0,4763445.0,Wealth Creation,0.34,0.66,15199.0,0.18,3.59,0.19,8.88,0.0,57.22
Mid Career,45,Salaried,156486.0,90762.0,46946.0,635333.0,755153.0,1802719.0,23566792.0,Buy a House,0.3,0.58,65724.0,0.4,7.0,0.96,12.55,18778.0,64.76
Wealth Builder,35,Business,306518.0,150194.0,140998.0,3344111.0,112796.0,17545090.0,86842680.0,Wealth Creation,0.46,0.49,156324.0,0.03,22.27,4.77,23.61,15326.0,94.55
Young Salaried,25,Salaried,65843.0,40164.0,18436.0,388474.0,291402.0,300244.0,6747591.0,Buy a Car,0.28,0.61,25679.0,0.37,9.67,0.38,8.54,7243.0,63.78
Mid Career,35,Salaried,129869.0,53246.0,46753.0,567528.0,391985.0,592203.0,23485510.0,Children Education,0.36,0.41,76623.0,0.25,10.66,0.38,15.07,29870.0,76.27
Mid Career,32,Salaried,151058.0,69487.0,40786.0,1123872.0,2605674.0,1631426.0,33861161.0,Buy a House,0.27,0.46,81571.0,1.44,16.17,0.9,18.68,40785.0,65.07
Mid Career,36,Salaried,187092.0,71095.0,52386.0,856881.0,2884323.0,1436867.0,30690572.0,Children Education,0.28,0.38,115997.0,1.28,12.05,0.64,13.67,63611.0,65.61
Freelancer,24,Freelancer,29864.0,18217.0,7466.0,177392.0,4712.0,17918.0,5146164.0,Emergency Fund,0.25,0.61,11647.0,0.01,9.74,0.05,14.36,4181.0,68.29
Business Owner,48,Business,571993.0,274557.0,131558.0,3866673.0,5476156.0,8854452.0,84151610.0,Wealth Creation,0.23,0.48,297436.0,0.8,14.08,1.29,12.26,165878.0,67.54
Retired,62,Retired,23890.0,12662.0,2628.0,177264.0,9351.0,364084.0,3752641.0,Retirement,0.11,0.53,11228.0,0.03,14.0,1.27,13.09,8600.0,67.99
Financially Stressed,26,Salaried,40585.0,38150.0,1623.0,22322.0,367752.0,4870.0,3472453.0,Emergency Fund,0.04,0.94,2435.0,0.76,0.59,0.01,7.13,812.0,28.6
Young Salaried,29,Salaried,60766.0,29775.0,10330.0,345151.0,223344.0,167714.0,9012813.0,Buy a Car,0.17,0.49,30991.0,0.31,11.59,0.23,12.36,20661.0,64.62
Young Salaried,25,Salaried,32268.0,14521.0,8067.0,156500.0,221461.0,69699.0,4871177.0,Wealth Creation,0.25,0.45,17747.0,0.57,10.78,0.18,12.58,9680.0,65.5
Young Salaried,30,Salaried,71308.0,29236.0,24245.0,270970.0,257489.0,325164.0,10696200.0,Buy a Car,0.34,0.41,42072.0,0.3,9.27,0.38,12.5,17827.0,70.79
Freelancer,25,Freelancer,114244.0,66262.0,15994.0,373578.0,31647.0,109674.0,19110736.0,Wealth Creation,0.14,0.58,47982.0,0.02,5.64,0.08,13.94,31988.0,55.85
Young Salaried,28,Salaried,44877.0,24682.0,15258.0,249067.0,85152.0,118475.0,5482174.0,Wealth Creation,0.34,0.55,20195.0,0.16,10.09,0.22,10.18,4937.0,70.4
Young Salaried,29,Salaried,71633.0,28653.0,20057.0,389684.0,65103.0,68768.0,8217738.0,Wealth Creation,0.28,0.4,42980.0,0.08,13.6,0.08,9.56,22923.0,71.11
Young Salaried,28,Salaried,55261.0,30946.0,9394.0,113838.0,91260.0,33157.0,5603465.0,Wealth Creation,0.17,0.56,24315.0,0.14,3.68,0.05,8.45,14921.0,49.44
Student,23,Student,3886.0,3653.0,233.0,2409.0,30458.0,1865.0,130103.0,Emergency Fund,0.06,0.94,233.0,0.65,0.66,0.04,2.79,0.0,26.41
Mid Career,37,Salaried,119993.0,45597.0,37198.0,645562.0,1614270.0,1123134.0,26350463.0,Buy a House,0.31,0.38,74396.0,1.12,14.16,0.78,18.3,37198.0,69.88
Retired,65,Retired,57975.0,41162.0,17392.0,510760.0,183791.0,660915.0,10101564.0,Retirement,0.3,0.71,16813.0,0.26,12.41,0.95,14.52,-579.0,74.11
Mid Career,41,Salaried,96331.0,33716.0,37569.0,407480.0,1424796.0,300553.0,14068179.0,Children Education,0.39,0.35,62615.0,1.23,12.09,0.26,12.17,25046.0,70.02
Young Salaried,25,Salaried,38392.0,25723.0,7294.0,226129.0,202741.0,175068.0,5947689.0,Wealth Creation,0.19,0.67,12669.0,0.44,8.79,0.38,12.91,5375.0,59.73
Business Owner,51,Business,757288.0,310488.0,196895.0,4437708.0,2918584.0,23536511.0,153123634.0,Wealth Creation,0.26,0.41,446800.0,0.32,14.29,2.59,16.85,249905.0,79.15
Student,21,Student,11527.0,10951.0,461.0,4611.0,49808.0,4150.0,347193.0,Emergency Fund,0.04,0.95,576.0,0.36,0.42,0.03,2.51,115.0,27.96
Disciplined Saver,34,Salaried,25252.0,12121.0,12121.0,165148.0,13239.0,127270.0,4175671.0,Wealth Creation,0.48,0.48,13131.0,0.04,13.62,0.42,13.78,1010.0,80.5
Business Owner,56,Business,341798.0,211915.0,51270.0,2334480.0,7742919.0,5455096.0,56519717.0,Business,0.15,0.62,129883.0,1.89,11.02,1.33,13.78,78613.0,53.19
Young Salaried,28,Salaried,34394.0,22700.0,6191.0,113500.0,200704.0,140328.0,3982825.0,Wealth Creation,0.18,0.66,11694.0,0.49,5.0,0.34,9.65,5503.0,50.31
Freelancer,39,Freelancer,189415.0,83343.0,37883.0,1352423.0,234087.0,227298.0,23548073.0,Emergency Fund,0.2,0.44,106072.0,0.1,16.23,0.1,10.36,68189.0,67.09
Mid Career,31,Salaried,71974.0,34548.0,28790.0,331080.0,2066532.0,233196.0,13171242.0,Children Education,0.4,0.48,37426.0,2.39,9.58,0.27,15.25,8636.0,58.01
Mid Career,34,Salaried,149839.0,64431.0,52444.0,1074346.0,574426.0,1690184.0,34702712.0,Buy a House,0.35,0.43,85408.0,0.32,16.67,0.94,19.3,32964.0,78.96
Business Owner,58,Business,994060.0,636198.0,298218.0,3429507.0,5413483.0,9304402.0,177857215.0,Business,0.3,0.64,357862.0,0.45,5.39,0.78,14.91,59644.0,62.1
Business Owner,55,Business,484728.0,252059.0,72709.0,1618992.0,1610787.0,14832677.0,96034311.0,Business,0.15,0.52,232669.0,0.28,6.42,2.55,16.51,159960.0,63.83
High Income High Debt,36,Business,328568.0,220141.0,39428.0,1228844.0,15524970.0,2365690.0,55278280.0,Debt Reduction,0.12,0.67,108427.0,3.94,5.58,0.6,14.02,68999.0,31.13
Mid Career,35,Salaried,197265.0,90742.0,61152.0,1426226.0,2599991.0,520780.0,34584500.0,Children Education,0.31,0.46,106523.0,1.1,15.72,0.22,14.61,45371.0,67.74
Mid Career,32,Salaried,115497.0,60058.0,28874.0,604049.0,571551.0,526666.0,16881042.0,Children Education,0.25,0.52,55439.0,0.41,10.06,0.38,12.18,26565.0,65.63
Young Salaried,27,Salaried,74306.0,38639.0,12632.0,240008.0,252703.0,249668.0,12759826.0,Buy a Car,0.17,0.52,35667.0,0.28,6.21,0.28,14.31,23035.0,57.25
High Income High Debt,34,Salaried,583886.0,356170.0,99261.0,1424682.0,16484688.0,5885571.0,89264492.0,Debt Reduction,0.17,0.61,227716.0,2.35,4.0,0.84,12.74,128455.0,36.54
Disciplined Saver,47,Freelancer,37306.0,20145.0,14549.0,229805.0,76426.0,205929.0,6236071.0,Wealth Creation,0.39,0.54,17161.0,0.17,11.41,0.46,13.93,2612.0,78.4
Freelancer,34,Freelancer,96428.0,53035.0,25071.0,600746.0,120086.0,92571.0,17195041.0,Wealth Creation,0.26,0.55,43393.0,0.1,11.33,0.08,14.86,18322.0,71.56
Retired,68,Retired,92527.0,72171.0,16655.0,579219.0,95494.0,2198442.0,10681317.0,Retirement,0.18,0.78,20356.0,0.09,8.03,1.98,9.62,3701.0,62.15
Young Salaried,26,Salaried,51660.0,21181.0,12398.0,199924.0,238401.0,173578.0,6341782.0,Wealth Creation,0.24,0.41,30479.0,0.38,9.44,0.28,10.23,18081.0,63.19
Disciplined Saver,42,Freelancer,41649.0,16660.0,14994.0,345687.0,93951.0,419822.0,6062428.0,Wealth Creation,0.36,0.4,24989.0,0.19,20.75,0.84,12.13,9995.0,78.52
High Income High Debt,37,Salaried,593868.0,415708.0,35632.0,1241184.0,13053398.0,5131020.0,105470957.0,Debt Reduction,0.06,0.7,178160.0,1.83,2.99,0.72,14.8,142528.0,34.51
Young Salaried,22,Salaried,68944.0,32404.0,15857.0,162708.0,196553.0,264745.0,11996256.0,Wealth Creation,0.23,0.47,36540.0,0.24,5.02,0.32,14.5,20683.0,59.2
Wealth Builder,49,Salaried,425450.0,165926.0,178689.0,4756531.0,420202.0,7913370.0,89140284.0,Wealth Creation,0.42,0.39,259524.0,0.08,28.67,1.55,17.46,80835.0,85.54
Young Salaried,27,Salaried,31856.0,12742.0,7008.0,120097.0,112596.0,72632.0,4350255.0,Buy a Car,0.22,0.4,19114.0,0.29,9.43,0.19,11.38,12106.0,63.37
Young Salaried,30,Salaried,49984.0,29491.0,14495.0,287408.0,156132.0,161948.0,8961132.0,Buy a Car,0.29,0.59,20493.0,0.26,9.75,0.27,14.94,5998.0,69.44
Business Owner,28,Business,526084.0,368259.0,115738.0,3629980.0,5125509.0,7449349.0,109151908.0,Business,0.22,0.7,157825.0,0.81,9.86,1.18,17.29,42087.0,63.31
Mid Career,42,Salaried,185374.0,109371.0,48197.0,1004727.0,475167.0,2157753.0,28295487.0,Children Education,0.26,0.59,76003.0,0.21,9.19,0.97,12.72,27806.0,68.04
Young Salaried,29,Salaried,57730.0,25401.0,16164.0,208405.0,82526.0,117769.0,10315196.0,Wealth Creation,0.28,0.44,32329.0,0.12,8.2,0.17,14.89,16165.0,68.1
Mid Career,39,Salaried,67181.0,38965.0,22170.0,300971.0,2000363.0,266037.0,14769071.0,Children Education,0.33,0.58,28216.0,2.48,7.72,0.33,18.32,6046.0,49.89
Retired,58,Retired,61190.0,38550.0,14074.0,715923.0,379705.0,1798986.0,8635133.0,Retirement,0.23,0.63,22640.0,0.52,18.57,2.45,11.76,8566.0,72.12
Mid Career,38,Salaried,174819.0,73424.0,61187.0,1372329.0,602469.0,985979.0,31551333.0,Children Education,0.35,0.42,101395.0,0.29,18.69,0.47,15.04,40208.0,77.85
Retired,69,Retired,113201.0,88297.0,16980.0,1152386.0,412980.0,2078370.0,12714736.0,Retirement,0.15,0.78,24904.0,0.3,13.05,1.53,9.36,7924.0,64.3
Mid Career,35,Salaried,61994.0,23558.0,19218.0,344067.0,2366162.0,379403.0,11605277.0,Children Education,0.31,0.38,38436.0,3.18,14.61,0.51,15.6,19218.0,53.41
Business Owner,39,Business,571421.0,302853.0,108570.0,3514239.0,2051097.0,16182643.0,101758652.0,Business,0.19,0.53,268568.0,0.3,11.6,2.36,14.84,159998.0,73.66
Wealth Builder,43,Business,89008.0,27592.0,40054.0,751228.0,451294.0,2275044.0,22953383.0,Wealth Creation,0.45,0.31,61416.0,0.42,27.23,2.13,21.49,21362.0,84.63
Young Salaried,25,Salaried,50159.0,25581.0,14045.0,121886.0,93068.0,138439.0,6398282.0,Wealth Creation,0.28,0.51,24578.0,0.15,4.76,0.23,10.63,10533.0,59.1
Young Salaried,23,Salaried,74788.0,35150.0,20193.0,180987.0,292661.0,89746.0,12609257.0,Wealth Creation,0.27,0.47,39638.0,0.33,5.15,0.1,14.05,19445.0,59.83
Mid Career,42,Salaried,91343.0,52979.0,21922.0,667717.0,623834.0,416524.0,21166000.0,Buy a House,0.24,0.58,38364.0,0.57,12.6,0.38,19.31,16442.0,68.53
Disciplined Saver,35,Freelancer,58738.0,30544.0,21733.0,686647.0,18831.0,979750.0,10897074.0,Wealth Creation,0.37,0.52,28194.0,0.03,22.48,1.39,15.46,6461.0,83.19
Freelancer,33,Freelancer,116030.0,81221.0,24366.0,819172.0,187551.0,654409.0,20495539.0,Wealth Creation,0.21,0.7,34809.0,0.13,10.09,0.47,14.72,10443.0,66.58
Young Salaried,23,Salaried,57206.0,33179.0,11441.0,237405.0,246369.0,205942.0,5759500.0,Buy a Car,0.2,0.58,24027.0,0.36,7.16,0.3,8.39,12586.0,55.55
Young Salaried,23,Salaried,72684.0,42157.0,14537.0,420114.0,215802.0,43610.0,11835863.0,Wealth Creation,0.2,0.58,30527.0,0.25,9.97,0.05,13.57,15990.0,63.85
High Income High Debt,51,Business,718685.0,603695.0,93429.0,1185830.0,9473104.0,3708415.0,115737032.0,Debt Reduction,0.13,0.84,114990.0,1.1,1.96,0.43,13.42,21561.0,38.4
Young Salaried,27,Salaried,33616.0,17816.0,11093.0,71266.0,222439.0,84712.0,4324362.0,Wealth Creation,0.33,0.53,15800.0,0.55,4.0,0.21,10.72,4707.0,56.97
Disciplined Saver,45,Salaried,40999.0,22549.0,14760.0,368991.0,87323.0,693703.0,7679933.0,Wealth Creation,0.36,0.55,18450.0,0.18,16.36,1.41,15.61,3690.0,81.23
Student,18,Student,7592.0,5694.0,76.0,7061.0,30912.0,911.0,236870.0,Emergency Fund,0.01,0.75,1898.0,0.34,1.24,0.01,2.6,1822.0,31.42
Mid Career,32,Salaried,146738.0,71902.0,49891.0,779179.0,994606.0,1162165.0,34283866.0,Children Education,0.34,0.49,74836.0,0.56,10.84,0.66,19.47,24945.0,73.3
Mid Career,38,Salaried,98575.0,59145.0,25630.0,671296.0,2136034.0,1052781.0,19754430.0,Buy a House,0.26,0.6,39430.0,1.81,11.35,0.89,16.7,13800.0,59.5
Mid Career,40,Salaried,161321.0,58076.0,35491.0,687227.0,2307013.0,890492.0,27624608.0,Buy a House,0.22,0.36,103245.0,1.19,11.83,0.46,14.27,67754.0,62.72
Mid Career,39,Salaried,102860.0,48344.0,32915.0,709734.0,1196600.0,814651.0,16255994.0,Buy a House,0.32,0.47,54516.0,0.97,14.68,0.66,13.17,21601.0,69.66
Young Salaried,30,Salaried,53832.0,32299.0,10766.0,177646.0,157528.0,226094.0,9399067.0,Buy a Car,0.2,0.6,21533.0,0.24,5.5,0.35,14.55,10767.0,57.92
Mid Career,30,Salaried,158965.0,92200.0,52458.0,812311.0,251034.0,1468837.0,32619618.0,Children Education,0.33,0.58,66765.0,0.13,8.81,0.77,17.1,14307.0,72.61
Retired,62,Retired,68573.0,47315.0,9600.0,768703.0,173913.0,2295824.0,6624152.0,Retirement,0.14,0.69,21258.0,0.21,16.25,2.79,8.05,11658.0,68.48
Freelancer,34,Freelancer,115528.0,78559.0,27727.0,908050.0,229544.0,83180.0,20781177.0,Wealth Creation,0.24,0.68,36969.0,0.17,11.56,0.06,14.99,9242.0,69.27
Mid Career,43,Salaried,147479.0,51618.0,56042.0,904046.0,1959015.0,902571.0,26970960.0,Children Education,0.38,0.35,95861.0,1.11,17.51,0.51,15.24,39819.0,73.11
Young Salaried,24,Salaried,51270.0,32300.0,7690.0,165089.0,295967.0,116896.0,7598214.0,Buy a Car,0.15,0.63,18970.0,0.48,5.11,0.19,12.35,11280.0,50.67
Young Salaried,26,Salaried,55950.0,28534.0,17344.0,175124.0,256967.0,140994.0,6707286.0,Buy a Car,0.31,0.51,27416.0,0.38,6.14,0.21,9.99,10072.0,60.57
Disciplined Saver,30,Freelancer,53380.0,22420.0,20284.0,519387.0,3125.0,935218.0,9153602.0,Wealth Creation,0.38,0.42,30960.0,0.0,23.17,1.46,14.29,10676.0,84.38
Student,20,Student,16363.0,14563.0,1145.0,9981.0,53313.0,5891.0,677428.0,Higher Education,0.07,0.89,1800.0,0.27,0.69,0.03,3.45,655.0,32.48
Mid Career,37,Salaried,181499.0,81675.0,65340.0,1119849.0,1547899.0,740516.0,34608229.0,Children Education,0.36,0.45,99824.0,0.71,13.71,0.34,15.89,34484.0,74.33
High Income High Debt,43,Business,299456.0,224592.0,56897.0,811526.0,6557664.0,718694.0,53830211.0,Debt Reduction,0.19,0.75,74864.0,1.82,3.61,0.2,14.98,17967.0,39.51
Mid Career,36,Salaried,75946.0,33416.0,28100.0,440487.0,1994633.0,619719.0,13889004.0,Children Education,0.37,0.44,42530.0,2.19,13.18,0.68,15.24,14430.0,63.61
Student,20,Student,9657.0,6180.0,773.0,8884.0,83628.0,1159.0,135584.0,Emergency Fund,0.08,0.64,3477.0,0.72,1.44,0.01,1.17,2704.0,31.1
Young Salaried,30,Salaried,79237.0,39618.0,22979.0,462744.0,8757.0,199677.0,13169189.0,Wealth Creation,0.29,0.5,39619.0,0.01,11.68,0.21,13.85,16640.0,74.47
Student,20,Student,2565.0,2257.0,103.0,795.0,26638.0,923.0,91109.0,Higher Education,0.04,0.88,308.0,0.87,0.35,0.03,2.96,205.0,26.22
Young Salaried,26,Salaried,60922.0,37772.0,14012.0,301564.0,95534.0,116970.0,8911670.0,Wealth Creation,0.23,0.62,23150.0,0.13,7.98,0.16,12.19,9138.0,62.17
Wealth Builder,37,Business,403359.0,157310.0,201680.0,3880314.0,417232.0,16360241.0,111085069.0,Wealth Creation,0.5,0.39,246049.0,0.09,24.67,3.38,22.95,44369.0,90.29
Mid Career,32,Salaried,104485.0,53287.0,29256.0,476452.0,2681657.0,727216.0,17766629.0,Buy a House,0.28,0.51,51198.0,2.14,8.94,0.58,14.17,21942.0,52.9
Young Salaried,23,Salaried,31938.0,16608.0,10540.0,125836.0,62892.0,111144.0,4250309.0,Wealth Creation,0.33,0.52,15330.0,0.16,7.58,0.29,11.09,4790.0,66.75
High Income High Debt,49,Salaried,477979.0,387163.0,90816.0,1405258.0,16683504.0,2007512.0,62519653.0,Debt Reduction,0.19,0.81,90816.0,2.91,3.63,0.35,10.9,0.0,26.99
Freelancer,27,Freelancer,127535.0,96927.0,29333.0,395358.0,145247.0,612168.0,16589753.0,Wealth Creation,0.23,0.76,30608.0,0.09,4.08,0.4,10.84,1275.0,54.06
Young Salaried,23,Salaried,44521.0,29829.0,11130.0,145584.0,210930.0,176303.0,5096764.0,Buy a Car,0.25,0.67,14692.0,0.39,4.88,0.33,9.54,3562.0,54.07
Student,18,Student,6696.0,5558.0,335.0,4152.0,26583.0,804.0,340692.0,Emergency Fund,0.05,0.83,1138.0,0.33,0.75,0.01,4.24,803.0,33.01
Mid Career,37,Salaried,110131.0,41850.0,29735.0,866731.0,2896840.0,1202631.0,19096715.0,Children Education,0.27,0.38,68281.0,2.19,20.71,0.91,14.45,38546.0,58.81
Young Salaried,28,Salaried,60174.0,37910.0,15645.0,229263.0,91472.0,101092.0,10643577.0,Buy a Car,0.26,0.63,22264.0,0.13,6.05,0.14,14.74,6619.0,61.98
Student,20,Student,7634.0,5038.0,153.0,3512.0,76761.0,2748.0,380173.0,Higher Education,0.02,0.66,2596.0,0.84,0.7,0.03,4.15,2443.0,27.98
Financially Stressed,40,Freelancer,43351.0,42917.0,0.0,16040.0,779013.0,20808.0,3891186.0,Emergency Fund,0.0,0.99,434.0,1.5,0.37,0.04,7.48,434.0,23.22
Student,24,Student,8845.0,5484.0,442.0,5838.0,27044.0,4246.0,498858.0,Emergency Fund,0.05,0.62,3361.0,0.25,1.06,0.04,4.7,2919.0,35.4
Student,20,Student,2525.0,1641.0,126.0,505.0,3464.0,606.0,41814.0,Emergency Fund,0.05,0.65,884.0,0.11,0.31,0.02,1.38,758.0,32.99
High Income High Debt,53,Salaried,595453.0,506135.0,59545.0,1941177.0,9672752.0,6788164.0,94819936.0,Debt Reduction,0.1,0.85,89318.0,1.35,3.84,0.95,13.27,29773.0,39.76
Mid Career,37,Salaried,142157.0,51177.0,35539.0,1007893.0,1557920.0,904119.0,21920609.0,Buy a House,0.25,0.36,90980.0,0.91,19.69,0.53,12.85,55441.0,66.25
Young Salaried,25,Salaried,79262.0,53106.0,18230.0,257602.0,240570.0,123649.0,12050994.0,Wealth Creation,0.23,0.67,26156.0,0.25,4.85,0.13,12.67,7926.0,55.73
Student,20,Student,13987.0,11469.0,1958.0,280.0,97961.0,0.0,592489.0,Higher Education,0.14,0.82,2518.0,0.58,0.02,0.0,3.53,560.0,32.42
Mid Career,30,Salaried,60038.0,31220.0,15610.0,452086.0,713366.0,634001.0,9156996.0,Buy a House,0.26,0.52,28818.0,0.99,14.48,0.88,12.71,13208.0,66.4
Disciplined Saver,47,Freelancer,37494.0,20247.0,13498.0,412809.0,57556.0,211466.0,6667933.0,Wealth Creation,0.36,0.54,17247.0,0.13,20.39,0.47,14.82,3749.0,78.79
Freelancer,36,Freelancer,34218.0,19846.0,9239.0,114288.0,299450.0,119079.0,6126391.0,Emergency Fund,0.27,0.58,14372.0,0.73,5.76,0.29,14.92,5133.0,57.99
Disciplined Saver,48,Salaried,26425.0,8984.0,10570.0,271649.0,79885.0,386862.0,4712106.0,Wealth Creation,0.4,0.34,17441.0,0.25,30.24,1.22,14.86,6871.0,83.45
Young Salaried,25,Salaried,42382.0,18224.0,12291.0,158932.0,209773.0,172919.0,4516226.0,Buy a Car,0.29,0.43,24158.0,0.41,8.72,0.34,8.88,11867.0,63.64
Young Salaried,30,Salaried,73174.0,37319.0,20489.0,424409.0,289883.0,228303.0,8052067.0,Wealth Creation,0.28,0.51,35855.0,0.33,11.37,0.26,9.17,15366.0,67.74
Retired,64,Retired,44089.0,29540.0,8377.0,296719.0,236810.0,1089880.0,6311781.0,Retirement,0.19,0.67,14549.0,0.45,10.04,2.06,11.93,6172.0,66.11
Financially Stressed,25,Business,46540.0,49332.0,1396.0,15358.0,751633.0,0.0,2792400.0,Emergency Fund,0.03,1.06,-2792.0,1.35,0.31,0.0,5.0,-4188.0,19.48
Mid Career,42,Salaried,131318.0,77478.0,30203.0,685480.0,2285238.0,1055797.0,27687087.0,Children Education,0.23,0.59,53840.0,1.45,8.85,0.67,17.57,23637.0,56.25
Young Salaried,28,Salaried,36756.0,18746.0,9557.0,198115.0,146397.0,101447.0,4679774.0,Wealth Creation,0.26,0.51,18010.0,0.33,10.57,0.23,10.61,8453.0,66.23
Disciplined Saver,36,Salaried,50221.0,26617.0,24106.0,403777.0,55532.0,819607.0,10034156.0,Wealth Creation,0.48,0.53,23604.0,0.09,15.17,1.36,16.65,-502.0,83.33
Young Salaried,29,Salaried,36007.0,18004.0,11522.0,123864.0,221665.0,99379.0,4329482.0,Wealth Creation,0.32,0.5,18003.0,0.51,6.88,0.23,10.02,6481.0,61.39
Mid Career,43,Salaried,151294.0,80186.0,36311.0,1171016.0,1316740.0,1107472.0,26706417.0,Buy a House,0.24,0.53,71108.0,0.73,14.6,0.61,14.71,34797.0,68.0
Mid Career,42,Salaried,74108.0,43724.0,20009.0,323111.0,2017773.0,204538.0,14113128.0,Children Education,0.27,0.59,30384.0,2.27,7.39,0.23,15.87,10375.0,47.67
Disciplined Saver,33,Salaried,54168.0,24376.0,21126.0,378093.0,64842.0,663016.0,9815242.0,Wealth Creation,0.39,0.45,29792.0,0.1,15.51,1.02,15.1,8666.0,83.06
Mid Career,35,Salaried,98218.0,50091.0,27501.0,523502.0,667949.0,813245.0,19470736.0,Buy a House,0.28,0.51,48127.0,0.57,10.45,0.69,16.52,20626.0,69.38
Business Owner,53,Business,635752.0,286088.0,184368.0,2174272.0,5965678.0,5569188.0,122674706.0,Business,0.29,0.45,349664.0,0.78,7.6,0.73,16.08,165296.0,63.85
